source_sheet,TEAM,POSITION,PLAYER,COMP.,ATTEMPTS,PASS YDS,PASS TDS,INTS,RUSH YDS,RUSH TDS,RECEPTIONS,REC YDS,REC TDS,FG,XP,FANTASY PROJ.
SEC,MISSOURI,RB2,Jamal Roberts,0,0,0,0,0,522,4,14,116,1,0,0,122.8
SEC,MISSOURI,RB3,Xai'Shaun Edwards,0,0,0,0,0,236,2,7,61,0,0,0,51.7
SEC,MISSOURI,WRX,Donovan Olugbode,0,0,0,0,0,18,0,52,782,6,0,0,167.4
SEC,MISSOURI,WRZ,Caleb Goodie,0,0,0,0,0,14,0,46,694,5,0,0,145.8
SEC,MISSOURI,WRF,Cayden Lee,0,0,0,0,0,36,1,74,968,8,0,0,243.2
SEC,MISSOURI,WR4,Kenric Lanier II,0,0,0,0,0,12,0,29,418,3,0,0,89
SEC,MISSOURI,TE1,Brett Norfleet,0,0,0,0,0,0,0,41,536,5,0,0,124.6
SEC,MISSOURI,TE2,Jordon Harris,0,0,0,0,0,0,0,17,228,2,0,0,51.8
SEC,MISSOURI,K,Blake Craig,0,0,0,0,0,0,0,0,0,0,22,66,132
SEC,OKLAHOMA,QB1,John Mateer,238,354,2942,24,10,516,5,0,0,0,0,0,307.28
SEC,OKLAHOMA,QB2,Whitt Newbauer,24,38,318,3,1,72,1,0,0,0,0,0,41.92
SEC,OKLAHOMA,RB1,Xavier Robinson,0,0,0,0,0,1146,11,20,174,2,0,0,267
SEC,OKLAHOMA,RB2,Tory Blaylock,0,0,0,0,0,682,6,16,141,1,0,0,154.3
SEC,OKLAHOMA,RB3,Lloyd Avant,0,0,0,0,0,314,3,9,76,0,0,0,66
SEC,OKLAHOMA,WRX,Trell Harris,0,0,0,0,0,18,0,61,928,7,0,0,198.8
SEC,OKLAHOMA,WRZ,Parker Livingstone,0,0,0,0,0,13,0,44,676,5,0,0,142.9
SEC,OKLAHOMA,WRF,Isaiah Sategna III,0,0,0,0,0,84,1,72,1016,8,0,0,248
SEC,OKLAHOMA,WR4,Jer'Michael Carter,0,0,0,0,0,11,0,32,462,4,0,0,102.3
SEC,OKLAHOMA,TE1,Hayden Hansen,0,0,0,0,0,0,0,39,514,5,0,0,120.4
SEC,OKLAHOMA,TE2,Rocky Beers,0,0,0,0,0,0,0,22,255,4,0,0,71.5
SEC,SOUTH CAROLINA,QB1,LaNorris Sellers,236,354,2926,24,8,304,5,0,0,0,0,0,257.44
SEC,SOUTH CAROLINA,QB2,Cutter Woods,28,43,364,3,1,84,1,0,0,0,0,0,45.96
SEC,SOUTH CAROLINA,RB1,Matt Fuller,0,0,0,0,0,924,8,22,194,2,0,0,223.8
SEC,SOUTH CAROLINA,RB2,Jawarn Howell,0,0,0,0,0,712,7,16,138,1,0,0,171
SEC,SOUTH CAROLINA,RB3,Christian Clark,0,0,0,0,0,348,3,10,84,0,0,0,70.2
SEC,SOUTH CAROLINA,WRX,Nitro Tuggle,0,0,0,0,0,18,0,58,876,7,0,0,190.4
SEC,SOUTH CAROLINA,WRZ,Nyck Harbor,0,0,0,0,0,44,1,63,1028,9,0,0,239.2
SEC,SOUTH CAROLINA,WRF,Jayden Sellers,0,0,0,0,0,36,1,67,842,6,0,0,203.8
SEC,SOUTH CAROLINA,WR4,Jayden Gibson,0,0,0,0,0,11,0,31,474,4,0,0,104.5
SEC,SOUTH CAROLINA,TE1,Brady Hunt,0,0,0,0,0,0,0,38,486,5,0,0,117.6
SEC,SOUTH CAROLINA,TE2,Max Drag,0,0,0,0,0,0,0,16,212,2,0,0,48.2
SEC,SOUTH CAROLINA,K,Upton Bellenfant,0,0,0,0,0,0,0,0,0,0,23,71,140
SEC,TENNESSEE,QB1,George MacIntyre,236,358,3018,25,10,428,5,0,0,0,0,0,312.52
SEC,TENNESSEE,QB2,Faizon Brandon,34,51,448,4,1,122,2,0,0,0,0,0,61.12
SEC,TENNESSEE,RB1,DeSean Bishop,0,0,0,0,0,1186,12,20,166,1,0,0,267.2
SEC,TENNESSEE,RB2,Daune Morris,0,0,0,0,0,612,5,14,122,1,0,0,142.4
SEC,TENNESSEE,RB3,Javin Gordon,0,0,0,0,0,318,3,8,68,0,0,0,64.6
SEC,TENNESSEE,WRX,Mike Matthews,0,0,0,0,0,24,0,67,1048,9,0,0,228.2
SEC,TENNESSEE,WRZ,Radarious Jackson,0,0,0,0,0,16,0,44,672,5,0,0,141.2
SEC,TENNESSEE,WRF,Braylon Staley,0,0,0,0,0,38,1,58,782,6,0,0,182.4
SEC,TENNESSEE,WR4,TK Keys,0,0,0,0,0,22,1,46,714,6,0,0,170.6
SEC,TENNESSEE,TE1,Ethan Davis,0,0,0,0,0,0,0,41,548,6,0,0,131.8
SEC,TENNESSEE,TE2,DaSaahn Brame,0,0,0,0,0,0,0,18,244,2,0,0,54.4
SEC,TENNESSEE,K,Cooper Ranvier,0,0,0,0,0,0,0,0,0,0,22,64,130
SEC,TEXAS,QB1,Arch Manning,276,401,3628,34,8,564,8,0,0,0,0,0,408.52
SEC,TEXAS,QB2,Karle Lacey Jr.,21,33,286,2,1,64,1,0,0,0,0,0,34.84
SEC,TEXAS,RB1,Hollywood Smothers,0,0,0,0,0,1018,10,31,286,3,0,0,281.4
SEC,TEXAS,RB2,Raleek Brown,0,0,0,0,0,924,8,36,348,3,0,0,273.2
SEC,TEXAS,RB3,James Simon,0,0,0,0,0,248,2,7,62,0,0,0,52
SEC,TEXAS,WRX,Cam Coleman,0,0,0,0,0,24,1,71,1114,10,0,0,251.8
SEC,TEXAS,WRZ,Ryan Wingo,0,0,0,0,0,31,1,61,908,7,0,0,209.9
SEC,TEXAS,WRF,Emmett Mosley V,0,0,0,0,0,34,1,61,812,6,0,0,193.6
SEC,TEXAS,WR4,Sterling Berkhalter,0,0,0,0,0,12,0,29,441,3,0,0,93.3
SEC,TEXAS,TE1,Nick Townsend,0,0,0,0,0,0,0,42,564,6,0,0,135.4
SEC,TEXAS,TE2,Michael Masunas,0,0,0,0,0,0,0,18,236,2,0,0,53.6
SEC,TEXAS,K,Gianni Spetic,0,0,0,0,0,0,0,0,0,0,24,74,146
SEC,TEXAS A&M,QB1,Marcel Reed,236,352,2968,24,9,724,10,0,0,0,0,0,392.1
SEC,TEXAS A&M,QB2,Brady Hart,27,42,344,3,1,78,1,0,0,0,0,0,43.6
SEC,TEXAS A&M,RB1,Rueben Owens II,0,0,0,0,0,1138,11,26,214,2,0,0,276.2
SEC,TEXAS A&M,RB2,Jamarion Morrow,0,0,0,0,0,648,6,18,156,1,0,0,161.4
SEC,TEXAS A&M,RB3,KJ Edwards,0,0,0,0,0,314,3,9,74,0,0,0,65.8
SEC,TEXAS A&M,WRX,Isaiah Horton,0,0,0,0,0,18,0,66,1042,8,0,0,218
SEC,TEXAS A&M,WRZ,Ashton Bethel-Roman,0,0,0,0,0,16,0,48,714,5,0,0,149
SEC,TEXAS A&M,WRF,Mario Craver,0,0,0,0,0,52,1,71,958,8,0,0,241
SEC,TEXAS A&M,WR4,Aaron Gregory,0,0,0,0,0,11,0,29,428,3,0,0,89.9
SEC,TEXAS A&M,TE1,Houston Thomas,0,0,0,0,0,0,0,37,472,5,0,0,114.2
SEC,TEXAS A&M,TE2,Richie Anderson,0,0,0,0,0,0,0,18,238,2,0,0,53.8
SEC,TEXAS A&M,K,David Olano,0,0,0,0,0,0,0,0,0,0,22,68,134
SEC,VANDERBILT,QB1,Jared Curtis,228,349,2846,22,10,462,5,0,0,0,0,0,308.4
SEC,VANDERBILT,QB2,Blaze Berlowitz,31,49,402,3,2,84,1,0,0,0,0,0,46.5
SEC,VANDERBILT,RB1,Sedrick Alexander,0,0,0,0,0,1014,10,21,182,1,0,0,240.6
SEC,VANDERBILT,RB2,Makhilyn Young,0,0,0,0,0,612,5,16,138,1,0,0,145
SEC,VANDERBILT,RB3,Evan Hampton,0,0,0,0,0,286,2,8,66,0,0,0,58.2
SEC,VANDERBILT,WRX,Ja'Cory Thomas,0,0,0,0,0,18,0,63,918,7,0,0,198
SEC,VANDERBILT,WRZ,Junior Sherrill,0,0,0,0,0,26,1,54,768,6,0,0,177.4
SEC,VANDERBILT,WRF,Cole Adams,0,0,0,0,0,41,1,67,842,6,0,0,205.3
SEC,VANDERBILT,WR4,Tristen Brown,0,0,0,0,0,12,0,28,406,3,0,0,85.8
SEC,VANDERBILT,TE1,Cole Spence,0,0,0,0,0,0,0,34,438,4,0,0,101.8
SEC,VANDERBILT,TE2,Jayvontay Conner,0,0,0,0,0,0,0,16,208,2,0,0,48.8
SEC,VANDERBILT,K,Brock Taylor,0,0,0,0,0,0,0,0,0,0,20,56,116
Big12,ARIZONA,QB1,Noah Fifita,271,392,3368,29,10,148,3,0,0,0,0,0,293.5
Big12,ARIZONA,QB2,Sawyer Anderson,26,41,334,3,1,42,0,0,0,0,0,0,31.6
Big12,ARIZONA,RB1,Kedrick Reescano,0,0,0,0,0,1182,11,24,214,2,0,0,277.6
Big12,ARIZONA,RB2,Quincy Craig,0,0,0,0,0,586,5,15,128,1,0,0,138.4
Big12,ARIZONA,RB3,Antwan Roberts,0,0,0,0,0,302,3,9,74,0,0,0,64.6
Big12,ARIZONA,WRX,Tre Spivey,0,0,0,0,0,21,0,69,1084,9,0,0,233.8
Big12,ARIZONA,WRZ,Chris Hunter,0,0,0,0,0,18,0,52,746,5,0,0,156.4
Big12,ARIZONA,WRF,Giovanni Richardson,0,0,0,0,0,44,1,63,864,7,0,0,212.8
Big12,ARIZONA,WR4,DJ Jordan,0,0,0,0,0,11,0,31,448,3,0,0,95.9
Big12,ARIZONA,TE1,Cole Rusk,0,0,0,0,0,0,0,38,496,5,0,0,118.6
Big12,ARIZONA,TE2,Tyler Powell,0,0,0,0,0,0,0,17,226,2,0,0,51.6
Big12,ARIZONA,K,Michael Salgado-Medina,0,0,0,0,0,0,0,0,0,0,21,63,126
Big12,ARIZONA STATE,QB1,Cutter Boley,241,364,3068,23,12,158,2,0,0,0,0,0,266.5
Big12,ARIZONA STATE,QB2,Mikey Keene,38,57,472,4,2,22,0,0,0,0,0,0,42.1
Big12,ARIZONA STATE,RB1,Kyson Brown,0,0,0,0,0,924,8,23,186,2,0,0,219
Big12,ARIZONA STATE,RB2,Demarius Robinson,0,0,0,0,0,712,7,18,154,1,0,0,177.6
Big12,ARIZONA STATE,RB3,Jason Brown Jr.,0,0,0,0,0,332,3,9,76,0,0,0,71.2
Big12,ARIZONA STATE,WRX,Reed Harris,0,0,0,0,0,18,0,67,978,8,0,0,213.8
Big12,ARIZONA STATE,WRZ,Omarion Miller,0,0,0,0,0,39,1,59,882,7,0,0,206.1
Big12,ARIZONA STATE,WRF,Raiden Vines-Bright,0,0,0,0,0,28,1,56,684,5,0,0,155.2
Big12,ARIZONA STATE,WR4,Jalen Moss,0,0,0,0,0,13,0,34,452,4,0,0,100.1
Big12,ARIZONA STATE,TE1,Khamari Anderson,0,0,0,0,0,0,0,36,432,5,0,0,106.6
Big12,ARIZONA STATE,TE2,AJ Ia,0,0,0,0,0,0,0,17,186,2,0,0,44.4
Big12,ARIZONA STATE,K,Carson Smith,0,0,0,0,0,0,0,0,0,0,22,66,132
Big12,BAYLOR,QB1,DJ Lagway,239,361,3012,24,13,584,8,0,0,0,0,0,331.9
Big12,BAYLOR,QB2,Nate Bennett,29,45,378,3,1,66,1,0,0,0,0,0,45.7
Big12,BAYLOR,RB1,Dawson Pendergrass,0,0,0,0,0,1038,10,24,202,2,0,0,253
Big12,BAYLOR,RB2,Caden Knighten,0,0,0,0,0,628,6,17,146,1,0,0,153.4
Big12,BAYLOR,RB3,Michael Turner,0,0,0,0,0,296,3,8,72,0,0,0,63.8
Big12,BAYLOR,WRX,Louis Brown IV,0,0,0,0,0,21,0,66,948,7,0,0,201.5
Big12,BAYLOR,WRZ,Dre'lon Miller,0,0,0,0,0,33,1,58,846,6,0,0,192.5
Big12,BAYLOR,WRF,Gavin Freeman,0,0,0,0,0,42,1,71,782,5,0,0,196.4
Big12,BAYLOR,WR4,Jadon Porter,0,0,0,0,0,14,0,34,448,3,0,0,93.4
Big12,BAYLOR,TE1,Tony Livingston,0,0,0,0,0,0,0,38,436,4,0,0,102.6
Big12,BAYLOR,TE2,Matthew Klopfenstein,0,0,0,0,0,0,0,17,198,1,0,0,41.8
Big12,BAYLOR,K,Rhett Armstrong,0,0,0,0,0,0,0,0,0,0,21,64,127
Big12,BYU,QB1,Bear Bachmeier,246,372,3148,25,11,386,5,0,0,0,0,0,314.5
Big12,BYU,QB2,Treyson Bourguet,34,52,446,4,2,44,0,0,0,0,0,0,39.2
Big12,BYU,RB1,LJ Martin,0,0,0,0,0,1368,14,28,246,2,0,0,327.4
Big12,BYU,RB2,Sione Moa,0,0,0,0,0,514,5,14,122,1,0,0,127.6
Big12,BYU,RB3,Jovesa Damuni,0,0,0,0,0,228,2,7,58,0,0,0,49.6
Big12,BYU,WRX,Kyler Kasper,0,0,0,0,0,18,0,63,876,7,0,0,187.2
Big12,BYU,WRZ,Jojo Phillips,0,0,0,0,0,28,1,58,812,6,0,0,184
Big12,BYU,WRF,Cody Hagen,0,0,0,0,0,34,1,63,728,5,0,0,174.6
Big12,BYU,WR4,Tiger Bachmeier,0,0,0,0,0,12,0,33,432,4,0,0,95.4
Big12,BYU,TE1,Walker Lyons,0,0,0,0,0,0,0,41,472,5,0,0,112
Big12,BYU,TE2,Roger Saleapaga II,0,0,0,0,0,0,0,18,190,2,0,0,44.2
Big12,BYU,K,Matthias Dunn,0,0,0,0,0,0,0,0,0,0,22,62,128
Big12,UCF,QB1,Alonza Barnett III,233,349,2924,24,11,742,11,0,0,0,0,0,392.4
Big12,UCF,QB2,Keyone Jenkins,31,47,404,3,2,126,2,0,0,0,0,0,57.8
Big12,UCF,RB1,Landen Chambers,0,0,0,0,0,986,9,23,176,2,0,0,230.6
Big12,UCF,RB2,Duke Watson,0,0,0,0,0,724,7,18,136,1,0,0,173.8
Big12,UCF,RB3,Taevion Swint,0,0,0,0,0,412,4,12,92,1,0,0,96.2
Big12,UCF,WRX,Jonathan Bibbs,0,0,0,0,0,21,0,64,862,7,0,0,187.1
Big12,UCF,WRZ,Waden Charles,0,0,0,0,0,24,1,50,694,5,0,0,158
Big12,UCF,WRF,Duane Thomas Jr.,0,0,0,0,0,34,1,55,668,5,0,0,157
Big12,UCF,WR4,Josh Derry,0,0,0,0,0,18,0,56,742,6,0,0,173
Big12,UCF,TE1,Dylan Wade,0,0,0,0,0,0,0,43,528,6,0,0,131.8
Big12,UCF,TE2,Grayson Brousseau,0,0,0,0,0,0,0,17,166,2,0,0,40.6
Big12,UCF,K,Will Stone,0,0,0,0,0,0,0,0,0,0,23,61,130
Big12,CINCINNATI,QB1,JC French IV,228,352,2874,22,11,486,6,0,0,0,0,0,312.6
Big12,CINCINNATI,QB2,Liam O'Brien,29,46,372,3,2,58,1,0,0,0,0,0,40.7
Big12,CINCINNATI,RB1,Zion Johnson,0,0,0,0,0,824,7,18,148,1,0,0,168.2
Big12,CINCINNATI,RB2,Zylan Perry,0,0,0,0,0,648,6,16,132,1,0,0,152
Big12,CINCINNATI,RB3,Gi'Bran Payne,0,0,0,0,0,318,3,8,66,0,0,0,64.4
Big12,CINCINNATI,WRX,JV Gibson,0,0,0,0,0,18,0,66,948,8,0,0,213.6
Big12,CINCINNATI,WRZ,Malachi Henry,0,0,0,0,0,24,1,54,736,6,0,0,176
Big12,CINCINNATI,WRF,Isaiah Johnson,0,0,0,0,0,36,1,61,804,6,0,0,194
Big12,CINCINNATI,WR4,Cade Wolford,0,0,0,0,0,12,0,33,458,4,0,0,101
Big12,CINCINNATI,TE1,Gavin Grover,0,0,0,0,0,0,0,39,462,5,0,0,113.2
Big12,CINCINNATI,TE2,Devyn Zahursky,0,0,0,0,0,0,0,17,196,2,0,0,45.6
Big12,CINCINNATI,K,Stephen Rusnak,0,0,0,0,0,0,0,0,0,0,21,58,121
Big12,COLORADO,QB1,Julian Lewis,261,404,3242,27,14,136,2,0,0,0,0,0,272.3
Big12,COLORADO,QB2,Isaac Wilson,36,58,462,4,2,74,1,0,0,0,0,0,50.9
Big12,COLORADO,RB1,Richard Young,0,0,0,0,0,846,7,19,154,1,0,0,172.2
Big12,COLORADO,RB2,Micah Welch,0,0,0,0,0,534,5,16,128,1,0,0,128.2
Big12,COLORADO,RB3,DeKalon Taylor,0,0,0,0,0,248,2,7,52,0,0,0,50.4
Big12,COLORADO,WRX,DeAndre Moore Jr.,0,0,0,0,0,18,0,68,972,8,0,0,211
Big12,COLORADO,WRZ,Joseph Williams,0,0,0,0,0,28,1,57,816,7,0,0,191.4
Big12,COLORADO,WRF,Danny Scudero,0,0,0,0,0,38,1,69,764,5,0,0,191.2
Big12,COLORADO,WR4,Ernest Campbell,0,0,0,0,0,21,0,39,558,4,0,0,123.9
Big12,COLORADO,TE1,Zach Atkins,0,0,0,0,0,0,0,36,404,4,0,0,100.4
Big12,COLORADO,TE2,Fisher Clements,0,0,0,0,0,0,0,15,166,2,0,0,39.6
Big12,COLORADO,K,Josh McCormick,0,0,0,0,0,0,0,0,0,0,22,63,129
Big12,HOUSTON,QB1,Conner Weigman,232,356,2968,22,12,184,3,0,0,0,0,0,252.1
Big12,HOUSTON,QB2,Keisean Henderson,41,63,564,5,3,212,3,0,0,0,0,0,88
Big12,HOUSTON,RB1,Makhi Hughes,0,0,0,0,0,1216,12,28,246,2,0,0,293.2
Big12,HOUSTON,RB2,Re'Shaun Sanford II,0,0,0,0,0,586,5,15,126,1,0,0,140.2
Big12,HOUSTON,RB3,DJ Butler,0,0,0,0,0,286,2,8,58,0,0,0,58.4
Big12,HOUSTON,WRX,Koby Young,0,0,0,0,0,16,0,63,924,7,0,0,198.8
Big12,HOUSTON,WRZ,Trent Walker,0,0,0,0,0,22,0,51,688,5,0,0,149
Big12,HOUSTON,WRF,Amare Thomas,0,0,0,0,0,31,1,58,742,5,0,0,171.3
Big12,HOUSTON,WR4,Jonathan Bibbs,0,0,0,0,0,45,0,30,415,3,0,0,94
Big12,HOUSTON,TE1,Patrick Overmyer,0,0,0,0,0,0,0,34,396,4,0,0,96.6
Big12,HOUSTON,TE2,Traville Frederick Jr.,0,0,0,0,0,0,0,15,164,1,0,0,37.4
Big12,HOUSTON,K,Evan Noel,0,0,0,0,0,0,0,0,0,0,20,57,117
Big12,IOWA STATE,QB1,Jaylen Raynor,226,344,2816,21,10,548,7,0,0,0,0,0,331.4
Big12,IOWA STATE,QB2,Zane Flores,33,52,428,4,2,44,0,0,0,0,0,0,37.9
Big12,IOWA STATE,RB1,Cameron Pettaway,0,0,0,0,0,962,9,21,178,1,0,0,223
Big12,IOWA STATE,RB2,Aiden Flora,0,0,0,0,0,586,5,16,132,1,0,0,139.8
Big12,IOWA STATE,RB3,Jayden Jackson,0,0,0,0,0,274,2,8,66,0,0,0,56
Big12,IOWA STATE,WRX,Cody Jackson,0,0,0,0,0,18,0,64,918,7,0,0,198.6
Big12,IOWA STATE,WRZ,Carter Pabst,0,0,0,0,0,14,0,41,564,4,0,0,104.8
Big12,IOWA STATE,WRF,Omari Hayes,0,0,0,0,0,36,1,58,742,6,0,0,183.4
Big12,IOWA STATE,WR4,Evan Boyd,0,0,0,0,0,11,0,32,438,3,0,0,92.9
Big12,IOWA STATE,TE1,Tyler Fortenberry,0,0,0,0,0,0,0,43,516,5,0,0,124.6
Big12,IOWA STATE,TE2,Christian Greenlaw,0,0,0,0,0,0,0,18,204,2,0,0,48.4
Big12,IOWA STATE,K,Kyle Konrardy,0,0,0,0,0,0,0,0,0,0,23,59,128
Big12,KANSAS,QB1,Isaiah Marshall,238,361,2964,23,11,482,6,0,0,0,0,0,322.8
Big12,KANSAS,QB2,Cole Ballard,32,49,418,3,2,58,1,0,0,0,0,0,42.5
Big12,KANSAS,RB1,Dylan Edwards,0,0,0,0,0,1184,11,34,326,3,0,0,311
Big12,KANSAS,RB2,Yasin Willis,0,0,0,0,0,524,5,14,118,1,0,0,126.2
Big12,KANSAS,RB3,Jalen Dupree,0,0,0,0,0,242,2,7,54,0,0,0,49.6
Big12,KANSAS,WRX,Nik McMillan,0,0,0,0,0,21,0,66,944,7,0,0,203.5
Big12,KANSAS,WRZ,Nahzae Cox,0,0,0,0,0,16,0,43,602,4,0,0,112.8
Big12,KANSAS,WRF,Cam Pickett,0,0,0,0,0,38,1,61,786,6,0,0,193.4
Big12,KANSAS,WR4,Jaden Nickens,0,0,0,0,0,18,0,39,544,4,0,0,119.2
Big12,KANSAS,TE1,Carson Bruhn,0,0,0,0,0,0,0,37,428,4,0,0,102.8
Big12,KANSAS,TE2,Leyton Cure,0,0,0,0,0,0,0,22,266,3,0,0,66.6
Big12,KANSAS,K,Martin Connington,0,0,0,0,0,0,0,0,0,0,21,61,124
Big12,KANSAS STATE,QB1,Avery Johnson,218,334,2816,23,10,618,7,0,0,0,0,0,317.4
Big12,KANSAS STATE,QB2,Jacob Knuth,26,41,348,3,1,118,2,0,0,0,0,0,56.7
Big12,KANSAS STATE,RB1,Joe Jackson,0,0,0,0,0,986,10,18,146,1,0,0,235.2
Big12,KANSAS STATE,RB2,Rodney Fields Jr.,0,0,0,0,0,612,6,16,128,1,0,0,148
Big12,KANSAS STATE,RB3,Jay Harris,0,0,0,0,0,318,3,9,74,0,0,0,65.2
Big12,KANSAS STATE,WRX,Jaron Tibbs,0,0,0,0,0,18,0,59,864,7,0,0,187.2
Big12,KANSAS STATE,WRZ,Josh Manning,0,0,0,0,0,24,1,52,748,6,0,0,176
Big12,KANSAS STATE,WRF,Izaiah Williams,0,0,0,0,0,41,1,67,796,5,0,0,197.7
Big12,KANSAS STATE,WR4,Adonis Moise,0,0,0,0,0,14,0,31,432,3,0,0,91.6
Big12,KANSAS STATE,TE1,Garrett Oakley,0,0,0,0,0,0,0,36,418,4,0,0,100.8
Big12,KANSAS STATE,TE2,Linkon Cure,0,0,0,0,0,0,0,24,286,3,0,0,70.6
Big12,KANSAS STATE,K,Luis Rodriguez,0,0,0,0,0,0,0,0,0,0,22,64,130
Big12,OKLAHOMA STATE,QB1,Drew Mestemaker,259,398,3386,27,13,268,4,0,0,0,0,0,311.2
Big12,OKLAHOMA STATE,QB2,Grant Jordan,31,49,418,3,2,58,1,0,0,0,0,0,43.5
Big12,OKLAHOMA STATE,RB1,Caleb Hawkins,0,0,0,0,0,1214,11,31,276,2,0,0,307
Big12,OKLAHOMA STATE,RB2,Ayo Adeyi,0,0,0,0,0,472,4,14,124,1,0,0,116.6
Big12,OKLAHOMA STATE,RB3,Tre Page III,0,0,0,0,0,214,2,7,58,0,0,0,45.2
Big12,OKLAHOMA STATE,WRX,Justin Bowick,0,0,0,0,0,18,0,69,1036,8,0,0,227.4
Big12,OKLAHOMA STATE,WRZ,Wyatt Young,0,0,0,0,0,22,0,49,706,5,0,0,152.8
Big12,OKLAHOMA STATE,WRF,Chris Barnes,0,0,0,0,0,41,1,66,864,6,0,0,208.5
Big12,OKLAHOMA STATE,WR4,Miles Coleman,0,0,0,0,0,16,0,44,626,5,0,0,138.2
Big12,OKLAHOMA STATE,TE1,Donovan Green,0,0,0,0,0,0,0,44,512,5,0,0,123.2
Big12,OKLAHOMA STATE,TE2,Oscar Hammond,0,0,0,0,0,0,0,18,228,2,0,0,53.2
Big12,OKLAHOMA STATE,K,Sam Keltner,0,0,0,0,0,0,0,0,0,0,22,61,127
Big12,TCU,QB1,Jaden Craig,251,384,3278,26,12,418,5,0,0,0,0,0,319.9
Big12,TCU,QB2,Adam Schobel,29,47,382,3,2,62,1,0,0,0,0,0,42.5
Big12,TCU,RB1,Jeremy Payne,0,0,0,0,0,982,9,23,202,2,0,0,237.4
Big12,TCU,RB2,Landon Walker,0,0,0,0,0,548,5,15,128,1,0,0,133.6
Big12,TCU,RB3,Jon Denman,0,0,0,0,0,246,2,7,58,0,0,0,50.4
Big12,TCU,WRX,Jordan Dwyer,0,0,0,0,0,18,0,68,1018,8,0,0,222.6
Big12,TCU,WRZ,Jeremy Scott,0,0,0,0,0,24,1,53,742,6,0,0,176.6
Big12,TCU,WRF,Ed Small,0,0,0,0,0,37,1,64,826,6,0,0,201.3
Big12,TCU,WR4,Major Everhart,0,0,0,0,0,14,0,34,486,3,0,0,101.2
Big12,TCU,TE1,Lafayette Kaiuway,0,0,0,0,0,0,0,41,518,5,0,0,124.8
Big12,TCU,TE2,Ka'Morreun Pimpton,0,0,0,0,0,0,0,26,318,3,0,0,75.8
Big12,TCU,K,Kyle Lemmermann,0,0,0,0,0,0,0,0,0,0,22,64,130
Big12,TEXAS TECH,QB1,Will Hammond,255,402,3375,26,15,390,5,0,0,0,0,0,338.2
Big12,TEXAS TECH,QB2,Lloyd Jones III,24,39,318,3,1,52,1,0,0,0,0,0,36.9
Big12,TEXAS TECH,RB1,Cameron Dickey,0,0,0,0,0,1218,11,34,276,3,0,0,267.4
Big12,TEXAS TECH,RB2,J'koby Williams,0,0,0,0,0,472,4,15,96,1,0,0,101.8
Big12,TEXAS TECH,RB3,Quinten Joyner,0,0,0,0,0,286,3,10,52,1,0,0,67.8
Big12,TEXAS TECH,WRX,Micah Hudson,0,0,0,0,0,22,0,78,1048,10,0,0,245
Big12,TEXAS TECH,WRZ,Kenny Johnson,0,0,0,0,0,31,1,61,746,7,0,0,186.7
Big12,TEXAS TECH,WRF,Coy Eakin,0,0,0,0,0,36,1,58,612,5,0,0,158.8
Big12,TEXAS TECH,WR4,Donte Lee Jr.,0,0,0,0,0,18,0,34,412,3,0,0,95
Big12,TEXAS TECH,TE1,Terrance Carter Jr.,0,0,0,0,0,0,0,42,428,5,0,0,114.8
Big12,TEXAS TECH,TE2,Jett Carpenter,0,0,0,0,0,0,0,14,156,1,0,0,35.6
Big12,TEXAS TECH,K,Stone Harrington,0,0,0,0,0,0,0,0,0,0,24,71,143
Big12,UTAH,QB1,Devon Dampier,224,338,2846,22,10,812,11,0,0,0,0,0,398.4
Big12,UTAH,QB2,Byrd Ficklin,28,43,356,3,2,96,1,0,0,0,0,0,48.8
Big12,UTAH,RB1,Wayshawn Parker,0,0,0,0,0,1112,11,25,194,2,0,0,268.6
Big12,UTAH,RB2,Steve Chavez-Soto,0,0,0,0,0,494,5,13,106,1,0,0,119
Big12,UTAH,RB3,Daniel Bray,0,0,0,0,0,226,2,6,52,0,0,0,46.8
Big12,UTAH,WRX,Larry Simmons,0,0,0,0,0,18,0,63,902,7,0,0,194
Big12,UTAH,WRZ,Braden Pegan,0,0,0,0,0,16,0,42,564,4,0,0,105
Big12,UTAH,WRF,Creed Whittemore,0,0,0,0,0,48,1,67,748,5,0,0,188.6
Big12,UTAH,WR4,Tobias Merriweather,0,0,0,0,0,21,0,37,486,4,0,0,107.7
Big12,UTAH,TE1,Hunter Andrews,0,0,0,0,0,0,0,39,432,5,0,0,111.2
Big12,UTAH,TE2,Noah Bennee,0,0,0,0,0,0,0,16,184,2,0,0,42.4
Big12,UTAH,K,Dillon Curtis,0,0,0,0,0,0,0,0,0,0,23,62,131
Big12,WEST VIRGINIA,QB1,Michael Hawkins Jr.,216,334,2718,20,14,676,9,0,0,0,0,0,337.3
Big12,WEST VIRGINIA,QB2,Scotty Fox Jr.,26,41,322,3,2,88,1,0,0,0,0,0,45.7
Big12,WEST VIRGINIA,RB1,Cam Cook,0,0,0,0,0,1362,13,28,228,2,0,0,332
Big12,WEST VIRGINIA,RB2,Amari Latimer,0,0,0,0,0,396,4,12,96,1,0,0,97.2
Big12,WEST VIRGINIA,RB3,Chris Talley,0,0,0,0,0,176,1,6,44,0,0,0,32
Big12,WEST VIRGINIA,WRX,Prince Strachan,0,0,0,0,0,18,0,58,826,7,0,0,178.6
Big12,WEST VIRGINIA,WRZ,Jaden Bray,0,0,0,0,0,22,0,45,626,5,0,0,136.8
